Country,File Paths ,Year,Values
Ghana,Gross Opening stocks,1/1/1993,20.3
Guatemala,Gross Opening stocks,1/1/1993,153.317
Guinea,Gross Opening stocks,1/1/1993,8.334
Guyana,Gross Opening stocks,1/1/1993,0
Honduras,Gross Opening stocks,1/1/1993,100
India,Gross Opening stocks,1/1/1993,1405
Jamaica,Gross Opening stocks,1/1/1993,1.27
Kenya,Gross Opening stocks,1/1/1993,470.673
Lao People's Democratic Republic,Gross Opening stocks,1/1/1993,0
Liberia,Gross Opening stocks,1/1/1993,0
Mexico,Gross Opening stocks,1/1/1993,201.25
Nepal,Gross Opening stocks,1/1/1993,0
Nicaragua,Gross Opening stocks,1/1/1993,4.6
Nigeria,Gross Opening stocks,1/1/1993,0
Panama,Gross Opening stocks,1/1/1993,41
Sierra Leone,Gross Opening stocks,1/1/1993,32
Sri Lanka,Gross Opening stocks,1/1/1993,19
Thailand,Gross Opening stocks,1/1/1993,253
Togo,Gross Opening stocks,1/1/1993,25
Trinidad & Tobago,Gross Opening stocks,1/1/1993,4
Uganda,Gross Opening stocks,1/1/1993,3000
Venezuela,Gross Opening stocks,1/1/1993,249
Viet Nam,Gross Opening stocks,1/1/1993,0
Yemen,Gross Opening stocks,1/1/1993,0
Angola,Exports,1/1/1993,27.608
Bolivia (Plurinational State of),Exports,1/1/1993,36.523
Brazil,Exports,1/1/1993,18760.9786
Burundi,Exports,1/1/1993,352.87
Ecuador,Exports,1/1/1993,1589.007
Indonesia,Exports,1/1/1993,5302.288
Madagascar,Exports,1/1/1993,521.359
Malawi,Exports,1/1/1993,75.111
Papua New Guinea,Exports,1/1/1993,1028.481
Paraguay,Exports,1/1/1993,55.046
Peru,Exports,1/1/1993,845.497
Rwanda,Exports,1/1/1993,447.425
Timor-Leste,Exports,1/1/1993,0
Zimbabwe,Exports,1/1/1993,56.51
Congo,Exports,1/1/1993,0
Cuba,Exports,1/1/1993,132.304
Dominican Republic,Exports,1/1/1993,286.944
Haiti,Exports,1/1/1993,120.697
Philippines,Exports,1/1/1993,98.855
Tanzania,Exports,1/1/1993,878.692
Zambia,Exports,1/1/1993,25.606
Benin,Exports,1/1/1993,0.05
Cameroon,Exports,1/1/1993,625.356
Central African Republic,Exports,1/1/1993,146.241
Colombia,Exports,1/1/1993,12684.602
Costa Rica,Exports,1/1/1993,2073.753
Côte d'Ivoire,Exports,1/1/1993,2715.072
Democratic Republic of Congo,Exports,1/1/1993,705.261
El Salvador,Exports,1/1/1993,2083.342
Equatorial Guinea,Exports,1/1/1993,1.47
Ethiopia,Exports,1/1/1993,1332.004
Gabon,Exports,1/1/1993,1.191
Ghana,Exports,1/1/1993,27.681
Guatemala,Exports,1/1/1993,3138.818
Guinea,Exports,1/1/1993,27.473
Guyana,Exports,1/1/1993,0.3155
Honduras,Exports,1/1/1993,1661.179
India,Exports,1/1/1993,2906.848
Jamaica,Exports,1/1/1993,17.036
Kenya,Exports,1/1/1993,1459.785
Lao People's Democratic Republic,Exports,1/1/1993,150.1667
Liberia,Exports,1/1/1993,0
Mexico,Exports,1/1/1993,3270.738
Nepal,Exports,1/1/1993,0.1333
Nicaragua,Exports,1/1/1993,590.73
Nigeria,Exports,1/1/1993,5.319
Panama,Exports,1/1/1993,94.356
Sierra Leone,Exports,1/1/1993,64.451
Sri Lanka,Exports,1/1/1993,47.79
Thailand,Exports,1/1/1993,1105.201
Togo,Exports,1/1/1993,193.939
Trinidad & Tobago,Exports,1/1/1993,10.079
Uganda,Exports,1/1/1993,3066.706
Venezuela,Exports,1/1/1993,445.951
Viet Nam,Exports,1/1/1993,2753.216
Yemen,Exports,1/1/1993,82.3433
Angola,Total production,1/1/2011,28.715
Bolivia (Plurinational State of),Total production,1/1/2011,131.8354
Brazil,Total production,1/1/2011,48591.8289
Burundi,Total production,1/1/2011,204.1328
Ecuador,Total production,1/1/2011,825.4144
Indonesia,Total production,1/1/2011,6888.9233
Madagascar,Total production,1/1/2011,584.8528
Malawi,Total production,1/1/2011,25.8264
Papua New Guinea,Total production,1/1/2011,1413.8545
Paraguay,Total production,1/1/2011,20.0195
Peru,Total production,1/1/2011,5372.5296
Rwanda,Total production,1/1/2011,251.071
Timor-Leste,Total production,1/1/2011,47.3531
Zimbabwe,Total production,1/1/2011,8.8564
Congo,Total production,1/1/2011,3
Cuba,Total production,1/1/2011,100.158
Dominican Republic,Total production,1/1/2011,490.5415
Haiti,Total production,1/1/2011,349.1949
Philippines,Total production,1/1/2011,179.6611
Tanzania,Total production,1/1/2011,641.0391
Zambia,Total production,1/1/2011,11.1889
Benin,Total production,1/1/2011,0
Cameroon,Total production,1/1/2011,669.3245
Central African Republic,Total production,1/1/2011,91.325
Colombia,Total production,1/1/2011,7653.3336
Costa Rica,Total production,1/1/2011,1830.8955
Côte d'Ivoire,Total production,1/1/2011,2216.3419
Democratic Republic of Congo,Total production,1/1/2011,356.5382
El Salvador,Total production,1/1/2011,1163.7647
Equatorial Guinea,Total production,1/1/2011,0
Ethiopia,Total production,1/1/2011,6798.4099
Gabon,Total production,1/1/2011,0.782
Ghana,Total production,1/1/2011,30.0625
Guatemala,Total production,1/1/2011,3850.3876
Guinea,Total production,1/1/2011,385.5106
Guyana,Total production,1/1/2011,10.1884
Honduras,Total production,1/1/2011,5882.1354
India,Total production,1/1/2011,5333.5414
Jamaica,Total production,1/1/2011,24.0073
Kenya,Total production,1/1/2011,757.3153
Lao People's Democratic Republic,Total production,1/1/2011,514.0001
Liberia,Total production,1/1/2011,10.2354
Mexico,Total production,1/1/2011,4561.0578
Nepal,Total production,1/1/2011,2.0111
Nicaragua,Total production,1/1/2011,2193.421
Nigeria,Total production,1/1/2011,46.8796
Panama,Total production,1/1/2011,105.6314
Sierra Leone,Total production,1/1/2011,78.2979
Sri Lanka,Total production,1/1/2011,35.6993
Thailand,Total production,1/1/2011,831.2755
Togo,Total production,1/1/2011,160.047
Trinidad & Tobago,Total production,1/1/2011,11.1577
Uganda,Total production,1/1/2011,3115.063
Venezuela,Total production,1/1/2011,902.0717
Viet Nam,Total production,1/1/2011,26499.6111
Yemen,Total production,1/1/2011,185.0677
Angola,Domestic consumption,1/1/2011,30
Bolivia (Plurinational State of),Domestic consumption,1/1/2011,49
Brazil,Domestic consumption,1/1/2011,19720
Burundi,Domestic consumption,1/1/2011,2
Ecuador,Domestic consumption,1/1/2011,150
Indonesia,Domestic consumption,1/1/2011,3667
Madagascar,Domestic consumption,1/1/2011,450
Malawi,Domestic consumption,1/1/2011,1
Papua New Guinea,Domestic consumption,1/1/2011,1.236
Paraguay,Domestic consumption,1/1/2011,20
Peru,Domestic consumption,1/1/2011,250
Rwanda,Domestic consumption,1/1/2011,1
Timor-Leste,Domestic consumption,1/1/2011,0.49
Zimbabwe,Domestic consumption,1/1/2011,4
Congo,Domestic consumption,1/1/2011,3
Cuba,Domestic consumption,1/1/2011,220
Dominican Republic,Domestic consumption,1/1/2011,378
Haiti,Domestic consumption,1/1/2011,340
Philippines,Domestic consumption,1/1/2011,2175
Tanzania,Domestic consumption,1/1/2011,58.95
Zambia,Domestic consumption,1/1/2011,0
Benin,Domestic consumption,1/1/2011,0
Cameroon,Domestic consumption,1/1/2011,70.017
Central African Republic,Domestic consumption,1/1/2011,13.333
Colombia,Domestic consumption,1/1/2011,1435.065
Costa Rica,Domestic consumption,1/1/2011,380.888
Côte d'Ivoire,Domestic consumption,1/1/2011,317
Democratic Republic of Congo,Domestic consumption,1/1/2011,200
El Salvador,Domestic consumption,1/1/2011,273.4
Equatorial Guinea,Domestic consumption,1/1/2011,0
Ethiopia,Domestic consumption,1/1/2011,3383
Gabon,Domestic consumption,1/1/2011,1.032
Ghana,Domestic consumption,1/1/2011,2
Guatemala,Domestic consumption,1/1/2011,350
Guinea,Domestic consumption,1/1/2011,50
Guyana,Domestic consumption,1/1/2011,8.6
Honduras,Domestic consumption,1/1/2011,340
India,Domestic consumption,1/1/2011,1325
Jamaica,Domestic consumption,1/1/2011,9
Kenya,Domestic consumption,1/1/2011,50
Lao People's Democratic Republic,Domestic consumption,1/1/2011,150
Liberia,Domestic consumption,1/1/2011,5
Mexico,Domestic consumption,1/1/2011,2354
Nepal,Domestic consumption,1/1/2011,0
Nicaragua,Domestic consumption,1/1/2011,205.261
Nigeria,Domestic consumption,1/1/2011,40
Panama,Domestic consumption,1/1/2011,67
Sierra Leone,Domestic consumption,1/1/2011,5
Sri Lanka,Domestic consumption,1/1/2011,35
Thailand,Domestic consumption,1/1/2011,1100
Togo,Domestic consumption,1/1/2011,0.21
Trinidad & Tobago,Domestic consumption,1/1/2011,10
Uganda,Domestic consumption,1/1/2011,210
Venezuela,Domestic consumption,1/1/2011,1650
Viet Nam,Domestic consumption,1/1/2011,1650
Yemen,Domestic consumption,1/1/2011,130
Angola,Exportable production,1/1/2011,0
Bolivia (Plurinational State of),Exportable production,1/1/2011,82.8354
Brazil,Exportable production,1/1/2011,28871.8289
Burundi,Exportable production,1/1/2011,202.1328
Ecuador,Exportable production,1/1/2011,675.4144
Indonesia,Exportable production,1/1/2011,3221.9233
Madagascar,Exportable production,1/1/2011,134.8528
Malawi,Exportable production,1/1/2011,24.8264
Papua New Guinea,Exportable production,1/1/2011,1412.6185
Paraguay,Exportable production,1/1/2011,0.0195
Peru,Exportable production,1/1/2011,5122.5296
Rwanda,Exportable production,1/1/2011,250.071
Timor-Leste,Exportable production,1/1/2011,46.8631
Zimbabwe,Exportable production,1/1/2011,4.8564
Congo,Exportable production,1/1/2011,0
Cuba,Exportable production,1/1/2011,0
Dominican Republic,Exportable production,1/1/2011,112.5415
Haiti,Exportable production,1/1/2011,9.1949
Philippines,Exportable production,1/1/2011,0
Tanzania,Exportable production,1/1/2011,582.0891
Zambia,Exportable production,1/1/2011,11.1889
Benin,Exportable production,1/1/2011,0
Cameroon,Exportable production,1/1/2011,599.3075
Central African Republic,Exportable production,1/1/2011,77.992
Colombia,Exportable production,1/1/2011,6218.2686
Costa Rica,Exportable production,1/1/2011,1450.0075
Côte d'Ivoire,Exportable production,1/1/2011,1899.3419
Democratic Republic of Congo,Exportable production,1/1/2011,156.5382
El Salvador,Exportable production,1/1/2011,890.3647
Equatorial Guinea,Exportable production,1/1/2011,0
Ethiopia,Exportable production,1/1/2011,3415.4099
Gabon,Exportable production,1/1/2011,0
Ghana,Exportable production,1/1/2011,28.0625
Guatemala,Exportable production,1/1/2011,3500.3876
Guinea,Exportable production,1/1/2011,335.5106
Guyana,Exportable production,1/1/2011,1.5884
Honduras,Exportable production,1/1/2011,5542.1354
India,Exportable production,1/1/2011,4008.5414
Jamaica,Exportable production,1/1/2011,15.0073
Kenya,Exportable production,1/1/2011,707.3153
Lao People's Democratic Republic,Exportable production,1/1/2011,364.0001
Liberia,Exportable production,1/1/2011,5.2354
Mexico,Exportable production,1/1/2011,2207.0578
Nepal,Exportable production,1/1/2011,2.0111
Nicaragua,Exportable production,1/1/2011,1988.16
Nigeria,Exportable production,1/1/2011,6.8796
Panama,Exportable production,1/1/2011,38.6314
Sierra Leone,Exportable production,1/1/2011,73.2979
Sri Lanka,Exportable production,1/1/2011,0.6993
Thailand,Exportable production,1/1/2011,0
Togo,Exportable production,1/1/2011,159.837
Trinidad & Tobago,Exportable production,1/1/2011,1.1577
Uganda,Exportable production,1/1/2011,2905.063
Venezuela,Exportable production,1/1/2011,0
Viet Nam,Exportable production,1/1/2011,24849.6111
Yemen,Exportable production,1/1/2011,55.0677
Angola,Gross Opening stocks,1/1/2011,20
Bolivia (Plurinational State of),Gross Opening stocks,1/1/2011,0
Brazil,Gross Opening stocks,1/1/2011,13340
Burundi,Gross Opening stocks,1/1/2011,7
Ecuador,Gross Opening stocks,1/1/2011,10
Indonesia,Gross Opening stocks,1/1/2011,873
Madagascar,Gross Opening stocks,1/1/2011,30
Malawi,Gross Opening stocks,1/1/2011,0
Papua New Guinea,Gross Opening stocks,1/1/2011,10
Paraguay,Gross Opening stocks,1/1/2011,0
Peru,Gross Opening stocks,1/1/2011,24
Rwanda,Gross Opening stocks,1/1/2011,13
Timor-Leste,Gross Opening stocks,1/1/2011,0
Zimbabwe,Gross Opening stocks,1/1/2011,0
Congo,Gross Opening stocks,1/1/2011,0
Cuba,Gross Opening stocks,1/1/2011,8
Dominican Republic,Gross Opening stocks,1/1/2011,58
Haiti,Gross Opening stocks,1/1/2011,0
Philippines,Gross Opening stocks,1/1/2011,0
Tanzania,Gross Opening stocks,1/1/2011,20
Zambia,Gross Opening stocks,1/1/2011,0
Benin,Gross Opening stocks,1/1/2011,0
Cameroon,Gross Opening stocks,1/1/2011,26.375
Central African Republic,Gross Opening stocks,1/1/2011,0
Colombia,Gross Opening stocks,1/1/2011,993.345
Costa Rica,Gross Opening stocks,1/1/2011,59.223
Côte d'Ivoire,Gross Opening stocks,1/1/2011,381.376
Democratic Republic of Congo,Gross Opening stocks,1/1/2011,5.044
El Salvador,Gross Opening stocks,1/1/2011,71.6
Equatorial Guinea,Gross Opening stocks,1/1/2011,0
Ethiopia,Gross Opening stocks,1/1/2011,417
Gabon,Gross Opening stocks,1/1/2011,0.683
Ghana,Gross Opening stocks,1/1/2011,5
Guatemala,Gross Opening stocks,1/1/2011,27
Guinea,Gross Opening stocks,1/1/2011,60
Guyana,Gross Opening stocks,1/1/2011,0
Honduras,Gross Opening stocks,1/1/2011,163.679
India,Gross Opening stocks,1/1/2011,1240
Jamaica,Gross Opening stocks,1/1/2011,0
Kenya,Gross Opening stocks,1/1/2011,34
Lao People's Democratic Republic,Gross Opening stocks,1/1/2011,0
Liberia,Gross Opening stocks,1/1/2011,0
Mexico,Gross Opening stocks,1/1/2011,255
Nepal,Gross Opening stocks,1/1/2011,0
Nicaragua,Gross Opening stocks,1/1/2011,20.583
Nigeria,Gross Opening stocks,1/1/2011,0
Panama,Gross Opening stocks,1/1/2011,20
Sierra Leone,Gross Opening stocks,1/1/2011,3
Sri Lanka,Gross Opening stocks,1/1/2011,0
Thailand,Gross Opening stocks,1/1/2011,8
Togo,Gross Opening stocks,1/1/2011,0.05
Trinidad & Tobago,Gross Opening stocks,1/1/2011,0
Uganda,Gross Opening stocks,1/1/2011,425.38
Venezuela,Gross Opening stocks,1/1/2011,0
Viet Nam,Gross Opening stocks,1/1/2011,3750
Yemen,Gross Opening stocks,1/1/2011,0
Angola,Exports,1/1/2011,8.715
Bolivia (Plurinational State of),Exports,1/1/2011,82.8354
Brazil,Exports,1/1/2011,32148.8289
Burundi,Exports,1/1/2011,202.1328
Ecuador,Exports,1/1/2011,1553.1144
Indonesia,Exports,1/1/2011,3644.9233
Madagascar,Exports,1/1/2011,134.8528
Malawi,Exports,1/1/2011,24.8264
Papua New Guinea,Exports,1/1/2011,1417.6185
Paraguay,Exports,1/1/2011,0.0195
Peru,Exports,1/1/2011,5053.5296
Rwanda,Exports,1/1/2011,250.071
Timor-Leste,Exports,1/1/2011,46.8631
Zimbabwe,Exports,1/1/2011,4.8564
Congo,Exports,1/1/2011,0
Cuba,Exports,1/1/2011,13.158
Dominican Republic,Exports,1/1/2011,109.5415
Haiti,Exports,1/1/2011,9.1949
Philippines,Exports,1/1/2011,4.6611
Tanzania,Exports,1/1/2011,567.4391
Zambia,Exports,1/1/2011,11.1889
Benin,Exports,1/1/2011,0
Cameroon,Exports,1/1/2011,578.6065
Central African Republic,Exports,1/1/2011,77.692
Colombia,Exports,1/1/2011,7298.8476
Costa Rica,Exports,1/1/2011,1384.0085
Côte d'Ivoire,Exports,1/1/2011,1643.5889
Democratic Republic of Congo,Exports,1/1/2011,157.5822
El Salvador,Exports,1/1/2011,1054.5727
Equatorial Guinea,Exports,1/1/2011,0
Ethiopia,Exports,1/1/2011,2832.4099
Gabon,Exports,1/1/2011,0
Ghana,Exports,1/1/2011,30.0625
Guatemala,Exports,1/1/2011,3721.3876
Guinea,Exports,1/1/2011,380.5106
Guyana,Exports,1/1/2011,1.5884
Honduras,Exports,1/1/2011,5473.8724
India,Exports,1/1/2011,5171.5414
Jamaica,Exports,1/1/2011,15.0073
Kenya,Exports,1/1/2011,727.3153
Lao People's Democratic Republic,Exports,1/1/2011,364.0001
Liberia,Exports,1/1/2011,5.2354
Mexico,Exports,1/1/2011,3392.0578
Nepal,Exports,1/1/2011,2.0111
Nicaragua,Exports,1/1/2011,1675.531
Nigeria,Exports,1/1/2011,6.8796
Panama,Exports,1/1/2011,48.6314
Sierra Leone,Exports,1/1/2011,74.2979
Sri Lanka,Exports,1/1/2011,0.6993
Thailand,Exports,1/1/2011,329.2755
Togo,Exports,1/1/2011,151.254
Trinidad & Tobago,Exports,1/1/2011,1.1577
Uganda,Exports,1/1/2011,2726.949
Venezuela,Exports,1/1/2011,2.0717
Viet Nam,Exports,1/1/2011,21705.6111
Yemen,Exports,1/1/2011,55.0677
Angola,Total production,1/1/1995,62.109
Bolivia (Plurinational State of),Total production,1/1/1995,142.485
Brazil,Total production,1/1/1995,18060.2022
Burundi,Total production,1/1/1995,433.98
Ecuador,Total production,1/1/1995,1888.233
Indonesia,Total production,1/1/1995,4573.429
Madagascar,Total production,1/1/1995,785.009
Malawi,Total production,1/1/1995,91.235
Papua New Guinea,Total production,1/1/1995,1002.363
Paraguay,Total production,1/1/1995,22.843
Peru,Total production,1/1/1995,1870.939
Rwanda,Total production,1/1/1995,329.078
Timor-Leste,Total production,1/1/1995,0
Zimbabwe,Total production,1/1/1995,130.644
Congo,Total production,1/1/1995,11.755
Cuba,Total production,1/1/1995,284.955
Dominican Republic,Total production,1/1/1995,885.625
Haiti,Total production,1/1/1995,513.945
Philippines,Total production,1/1/1995,849.59
Tanzania,Total production,1/1/1995,897.121
Zambia,Total production,1/1/1995,26.333
Benin,Total production,1/1/1995,0
Cameroon,Total production,1/1/1995,660.04
Central African Republic,Total production,1/1/1995,108.065
Colombia,Total production,1/1/1995,12938.018
Costa Rica,Total production,1/1/1995,2843.596
Côte d'Ivoire,Total production,1/1/1995,2531.864
Democratic Republic of Congo,Total production,1/1/1995,1098.155
El Salvador,Total production,1/1/1995,2585.179
Equatorial Guinea,Total production,1/1/1995,1.807
Ethiopia,Total production,1/1/1995,3165.322
Gabon,Total production,1/1/1995,1.768
Ghana,Total production,1/1/1995,56.528
Guatemala,Total production,1/1/1995,4001.604
Guinea,Total production,1/1/1995,104.164
Guyana,Total production,1/1/1995,0
Honduras,Total production,1/1/1995,1909.238
India,Total production,1/1/1995,4012.026
Jamaica,Total production,1/1/1995,43.084
Kenya,Total production,1/1/1995,1664.234
Lao People's Democratic Republic,Total production,1/1/1995,0
Liberia,Total production,1/1/1995,5
Mexico,Total production,1/1/1995,5299.888
Nepal,Total production,1/1/1995,0
Nicaragua,Total production,1/1/1995,984.676
Nigeria,Total production,1/1/1995,53.038
Panama,Total production,1/1/1995,209.448
Sierra Leone,Total production,1/1/1995,43.768
Sri Lanka,Total production,1/1/1995,35.595
Thailand,Total production,1/1/1995,1317.226
Togo,Total production,1/1/1995,84.401
Trinidad & Tobago,Total production,1/1/1995,17.629
Uganda,Total production,1/1/1995,3243.584
Venezuela,Total production,1/1/1995,1466.554
Viet Nam,Total production,1/1/1995,3970.086
Yemen,Total production,1/1/1995,0
Angola,Domestic consumption,1/1/1995,10
Bolivia (Plurinational State of),Domestic consumption,1/1/1995,30.5
Brazil,Domestic consumption,1/1/1995,10100
Burundi,Domestic consumption,1/1/1995,2
Ecuador,Domestic consumption,1/1/1995,350
Indonesia,Domestic consumption,1/1/1995,1443
Madagascar,Domestic consumption,1/1/1995,167
Malawi,Domestic consumption,1/1/1995,2
Papua New Guinea,Domestic consumption,1/1/1995,2
Paraguay,Domestic consumption,1/1/1995,20
Peru,Domestic consumption,1/1/1995,200
Rwanda,Domestic consumption,1/1/1995,1
Timor-Leste,Domestic consumption,1/1/1995,0
